E|INVOICE|4|4502183439|20131023|MER551201D48|Merck, S.A. de C.V.|Calle 5|No. 7|Fracc. Ind. Alce Blanco|C.P. 53370|Naucalpan de Juárez|Edo. de Méx.|México|Apdo. Postal 662|C.P. 53001 Naucalpan de Juárez, Edo. de Méx.|Tel. 21-22-16-00|Fax. Depto. Pigmentos 21-22-17-03|Fax Area Farma 55-76-11-28|Export Fax: ++(52 55) 21-22-16-31|Internet:www.merck.com.mx|Carretera México-Querétaro Km 34.5|Col. Rancho San Isidro|Cuatitlán Izcalli|Edo. de México|C.P. 54700|Tels. 3002 5327, 3002 5329, 3002 5330|2200018875|4314794605||D/A 60 days from date of inv.|1.00000|MXN|23:12:52|38|160838.96|CADO|Standard truck deliv|CIP|MX|E|4502183439|
R|0040034750|LOREAL SLP SA. .DE CV|SHANGAI  L208 M-2 107|||LAGUNA DE SAN VICENTE|LAGUNA DE SAN VICENTE|San Luis Potosí|México|79525|LOS110120C59|LOREAL SLP SA. .DE CV|CALLE SHANGAI L-208 M-2 107|||PARQUE IND. LOGISTIK II Km 5.0|LAGUNA DE SAN VICENTE|San Luis Potosí|México|79526||||0054010582|
P|000001|900000172000|RO Pretreatment Kit 2|||||11792.12|||||||F3KA86001/F3CA43572/F3AA24441/F3HA98525/F3DA66358/F3HA03189/C3JA77974/F3CA69855/F3KA85863/F3HA06193/FR0247310/F170713A/CP2SA4483/FS13A0007/FS13E0006/FS13E0005/F120713C/F120713D/CP3DAPRY1/1229|||1.000|PC|11792.12|1886.74|13678.86||||0.00|RO Pretreatment Kit 2||||||||
P|000002|900000070143|CARBON CART. 12 IN 4/PK|||||0.00|||||||1229|00000000|1|1.000|PC|FREE OF CHARGE|0.00|0.00|||||CARBON CART. 12 IN 4/PK|||||138036173003273,138036173003357,138036173003453,138036173003567,138036173003814,138036173003882,138036173003273,138036173003357,138036173003453,138036173003567,138036173003814,138036173003882|800,800|2013-08-20,2013-08-27,2013-09-04,2013-09-11,2013-10-01,2013-10-08,2013-08-20,2013-08-27,2013-09-04,2013-09-11,2013-10-01,2013-10-08|
P|000003|900000003553|ROGARD II 12" CART 6/PK|||||0.00|||||||CP3DAPRY1|00000000|1|1.000|PC|FREE OF CHARGE|0.00|0.00|||||ROGARD II 12" CART 6/PK|||||138036173003453,138036173003567,138036173003634,138036173003453,138036173003567,138036173003634|800,800|2013-09-04,2013-09-11,2013-09-18,2013-09-04,2013-09-11,2013-09-18|
P|000004|900000001481|CONNECTOR NICKEL BRASS 1/4"M*8T|||||0.00|||||||F120713D|00000000|4|4.000|PC|FREE OF CHARGE|0.00|0.00|||||CONNECTOR NICKEL BRASS 1/4"M*8T|||||138036173003634,138036173003814,138036173003882,138036173003634,138036173003814,138036173003882|800,800|2013-09-18,2013-10-01,2013-10-08,2013-09-18,2013-10-01,2013-10-08|
P|000005|900000042351|CONN.1/2"M-1/2"T PKR|||||0.00|||||||F120713C|00000000|4|4.000|PC|FREE OF CHARGE|0.00|0.00|||||CONN.1/2"M-1/2"T PKR|||||138036173003189,138036173003567,138036173003634,138036173003882,138036173003189,138036173003567,138036173003634,138036173003882|800,800|2013-08-14,2013-09-11,2013-09-18,2013-10-08,2013-08-14,2013-09-11,2013-09-18,2013-10-08|
P|000006|900000037470|PRETRTMENT 12" HOUSING (3/4"NPT/BSP)+O-R|||||0.00|||||||FS13E0005|00000000|2|2.000|PC|FREE OF CHARGE|0.00|0.00|||||PRETREATMENT 12" HOUSING (3/4"NPT/BSP)+O-RING|||||138036173002794,138036173003011,138036173003189,138036173003567,138036173002794,138036173003011,138036173003189,138036173003567|800,800|2013-07-18,2013-07-30,2013-08-14,2013-09-11,2013-07-18,2013-07-30,2013-08-14,2013-09-11|
P|000007|900000030917|WALL MOUNTING BRACKET FOR ZSPRET121|||||0.00|||||||FS13E0006|00000000|2|2.000|PC|FREE OF CHARGE|0.00|0.00|||||WALL MOUNTING BRACKET FOR ZSPRET121|||||138036173003453,138036173003567,138036173003634,138036173003715,138036173003882,138036173003453,138036173003567,138036173003634,138036173003715,138036173003882|800,800|2013-09-04,2013-09-11,2013-09-18,2013-09-24,2013-10-08,2013-09-04,2013-09-11,2013-09-18,2013-09-24,2013-10-08|
P|000008|900000006143|WRENCH FOR HOUSING|||||0.00|||||||FS13A0007|00000000|1|1.000|PC|FREE OF CHARGE|0.00|0.00|||||WRENCH FOR HOUSING|||||138036173001935,138036173002794,138036173002933,138036173003011,138036173003189,138036173003567,138036173003634,138036173003882,138036173001935,138036173002794,138036173002933,138036173003011,138036173003189,138036173003567,138036173003634,138036173003882|800,800|2013-05-15,2013-07-18,2013-07-25,2013-07-30,2013-08-14,2013-09-11,2013-09-18,2013-10-08,2013-05-15,2013-07-18,2013-07-25,2013-07-30,2013-08-14,2013-09-11,2013-09-18,2013-10-08|
P|000009|900000078969|PP+PL HOUSING FITTING KIT|||||0.00|||||||CP2SA4483|20140403|2|2.000|PC|FREE OF CHARGE|0.00|0.00|||||PP+PL HOUSING FITTING KIT|||||138036173001371,138036173001935,138036173002794,138036173003011,138036173003189,138036173003357,138036173003567,138036173003634,138036173003715,138036173003882,138036173001371,138036173001935,138036173002794,138036173003011,138036173003189,138036173003357,138036173003567,138036173003634,138036173003715,138036173003882|800,800|2013-04-10,2013-05-15,2013-07-18,2013-07-30,2013-08-14,2013-08-27,2013-09-11,2013-09-18,2013-09-24,2013-10-08,2013-04-10,2013-05-15,2013-07-18,2013-07-30,2013-08-14,2013-08-27,2013-09-11,2013-09-18,2013-09-24,2013-10-08|
P|000010|900000194087|STRAIGHT CONNECTOR 1/4"M-10T|||||0.00|||||||F170713A|00000000|4|4.000|PC|FREE OF CHARGE|0.00|0.00|||||STRAIGHT CONNECTOR 1/4"M-10T|||||138036173003567,138036173003634,138036173003882,138036173003567,138036173003634,138036173003882|800,800|2013-09-11,2013-09-18,2013-10-08,2013-09-11,2013-09-18,2013-10-08|
